"Feature_ID","BIOCHEMICAL","name","Metabolite","H_SUPER_PATHWAY","H_SUB_PATHWAY","H_COMP_IDstr","KEGG","H_HMDB","H_MetabolonID"
"Metab521","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","Lipid","Phosphatidylcholine (PC)",52610,NA,"HMDB07991","M52610"
"Metab522","1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*","1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*","1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)","Lipid","Phosphatidylcholine (PC)",53180,NA,"HMDB08008","M53180"
"Metab523","1-stearoyl-2-oleoyl-GPC (18:0/18:1)","1-stearoyl-2-oleoyl-GPC (18:0/18:1)","1-stearoyl-2-oleoyl-GPC (18:0/18:1)","Lipid","Phosphatidylcholine (PC)",52438,NA,"HMDB08038","M52438"
"Metab524","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","Lipid","Phosphatidylcholine (PC)",42450,NA,"HMDB08048","M42450"
"Metab525","1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","Lipid","Phosphatidylcholine (PC)",52611,NA,"HMDB08057","M52611"
"Metab526","1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPC (18:1/18:2)","Lipid","Phosphatidylcholine (PC)",52453,NA,NA,"M52453"
"Metab527","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)","Lipid","Phosphatidylcholine (PC)",52697,NA,"HMDB08123","M52697"
"Metab528","1,2-dilinoleoyl-GPC (18:2/18:2)","1,2-dilinoleoyl-GPC (18:2/18:2)","1,2-dilinoleoyl-GPC (18:2/18:2)","Lipid","Phosphatidylcholine (PC)",52603,NA,"HMDB08138","M52603"
"Metab529","1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*","1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*","1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)","Lipid","Phosphatidylcholine (PC)",53176,NA,"HMDB08141","M53176"
"Metab530","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)","Lipid","Phosphatidylcholine (PC)",52710,NA,"HMDB08147","M52710"
"Metab531","1,2-dipalmitoyl-GPE (16:0/16:0)*","1,2-dipalmitoyl-GPE (16:0/16:0)*","1,2-dipalmitoyl-GPE (16:0/16:0)","Lipid","Phosphatidylethanolamine (PE)",57341,NA,"HMDB08923","M57341"
"Metab532","1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*","1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*","1-palmitoyl-2-stearoyl-GPE (16:0/18:0)","Lipid","Phosphatidylethanolamine (PE)",57388,NA,"HMDB08925","M57388"
"Metab533","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","Lipid","Phosphatidylethanolamine (PE)",19263,NA,"HMDB05320","M19263"
"Metab534","1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)","Lipid","Phosphatidylethanolamine (PE)",42449,NA,"HMDB05322","M42449"
"Metab535","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)","Lipid","Phosphatidylethanolamine (PE)",52464,NA,"HMDB05323","M52464"
"Metab536","1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*","1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*","1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)","Lipid","Phosphatidylethanolamine (PE)",52465,NA,"HMDB05324","M52465"
"Metab537","1-stearoyl-2-oleoyl-GPE (18:0/18:1)","1-stearoyl-2-oleoyl-GPE (18:0/18:1)","1-stearoyl-2-oleoyl-GPE (18:0/18:1)","Lipid","Phosphatidylethanolamine (PE)",42448,NA,"HMDB08993","M42448"
"Metab538","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","Lipid","Phosphatidylethanolamine (PE)",52447,"C05210","HMDB09003","M52447"
"Metab539","1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*","1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*","1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)","Lipid","Phosphatidylethanolamine (PE)",52466,NA,"HMDB05334","M52466"
"Metab540","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)","Lipid","Phosphatidylethanolamine (PE)",52687,NA,"HMDB05349","M52687"
"Metab541","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)","Lipid","Phosphatidylethanolamine (PE)",55041,NA,"HMDB09069","M55041"
"Metab542","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*","1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)","Lipid","Phosphatidylethanolamine (PE)",53209,NA,NA,"M53209"
"Metab543","1,2-dilinoleoyl-GPE (18:2/18:2)*","1,2-dilinoleoyl-GPE (18:2/18:2)*","1,2-dilinoleoyl-GPE (18:2/18:2)","Lipid","Phosphatidylethanolamine (PE)",53174,"C00350","HMDB09093","M53174"
"Metab544","1-palmitoyl-2-oleoyl-GPS (16:0/18:1)","1-palmitoyl-2-oleoyl-GPS (16:0/18:1)","1-palmitoyl-2-oleoyl-GPS (16:0/18:1)","Lipid","Phosphatidylserine (PS)",19261,"C13880","HMDB12357","M19261"
"Metab545","1-palmitoyl-2-arachidonoyl-GPS (16:0/20:4)","1-palmitoyl-2-arachidonoyl-GPS (16:0/20:4)","1-palmitoyl-2-arachidonoyl-GPS (16:0/20:4)","Lipid","Phosphatidylserine (PS)",64143,NA,NA,"M64143"
"Metab546","1-stearoyl-2-oleoyl-GPS (18:0/18:1)","1-stearoyl-2-oleoyl-GPS (18:0/18:1)","1-stearoyl-2-oleoyl-GPS (18:0/18:1)","Lipid","Phosphatidylserine (PS)",19265,NA,"HMDB0010163","M19265"
"Metab547","1-stearoyl-2-linoleoyl-GPS (18:0/18:2)","1-stearoyl-2-linoleoyl-GPS (18:0/18:2)","1-stearoyl-2-linoleoyl-GPS (18:0/18:2)","Lipid","Phosphatidylserine (PS)",53009,NA,NA,"M53009"
"Metab548","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","Lipid","Phosphatidylserine (PS)",52235,NA,"HMDB12383","M52235"
"Metab549","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)","Lipid","Phosphatidylglycerol (PG)",52448,NA,NA,"M52448"
"Metab550","1-oleoyl-2-linoleoyl-GPG (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPG (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPG (18:1/18:2)","Lipid","Phosphatidylglycerol (PG)",57400,NA,"HMDB0010635","M57400"
"Metab551","1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*","1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*","1-palmitoyl-2-oleoyl-GPI (16:0/18:1)","Lipid","Phosphatidylinositol (PI)",52669,NA,"HMDB09783","M52669"
"Metab552","1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)","Lipid","Phosphatidylinositol (PI)",52450,NA,"HMDB0009784","M52450"
"Metab553","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)","Lipid","Phosphatidylinositol (PI)",52467,NA,"HMDB09789","M52467"
"Metab554","1-stearoyl-2-oleoyl-GPI (18:0/18:1)*","1-stearoyl-2-oleoyl-GPI (18:0/18:1)*","1-stearoyl-2-oleoyl-GPI (18:0/18:1)","Lipid","Phosphatidylinositol (PI)",52726,NA,NA,"M52726"
"Metab555","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","Lipid","Phosphatidylinositol (PI)",52449,NA,"HMDB09815","M52449"
"Metab556","1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*","1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)","Lipid","Phosphatidylinositol (PI)",54994,"C00626","HMDB09844","M54994"
"Metab557","BMP(18:1/18:1)","BMP(18:1/18:1)","BMP(18:1/18:1)","Lipid","Bis(monoacylglycero)phosphate (BMP)",63918,NA,NA,"M63918"
"Metab558","1-palmitoyl-GPC (16:0)","1-palmitoyl-GPC (16:0)","1-palmitoyl-GPC (16:0)","Lipid","Lysophospholipid",33955,"C04102","HMDB10382","M33955"
"Metab559","2-palmitoyl-GPC* (16:0)*","2-palmitoyl-GPC* (16:0)*","2-palmitoyl-GPC (16:0)","Lipid","Lysophospholipid",35253,NA,"HMDB61702","M35253"
"Metab560","1-palmitoleoyl-GPC* (16:1)*","1-palmitoleoyl-GPC* (16:1)*","1-palmitoleoyl-GPC (16:1)","Lipid","Lysophospholipid",33230,NA,"HMDB10383","M33230"
"Metab562","1-stearoyl-GPC (18:0)","1-stearoyl-GPC (18:0)","1-stearoyl-GPC (18:0)","Lipid","Lysophospholipid",33961,NA,"HMDB10384","M33961"
"Metab563","1-oleoyl-GPC (18:1)","1-oleoyl-GPC (18:1)","1-oleoyl-GPC (18:1)","Lipid","Lysophospholipid",48258,NA,"HMDB02815","M48258"
"Metab564","1-linoleoyl-GPC (18:2)","1-linoleoyl-GPC (18:2)","1-linoleoyl-GPC (18:2)","Lipid","Lysophospholipid",34419,"C04100","HMDB10386","M34419"
"Metab565","1-arachidonoyl-GPC* (20:4)*","1-arachidonoyl-GPC* (20:4)*","1-arachidonoyl-GPC (20:4n6)","Lipid","Lysophospholipid",33228,"C05208","HMDB10395","M33228"
"Metab566","1-lignoceroyl-GPC (24:0)","1-lignoceroyl-GPC (24:0)","1-lignoceroyl-GPC (24:0)","Lipid","Lysophospholipid",49617,NA,"HMDB0010405","M49617"
"Metab567","1-palmitoyl-GPE (16:0)","1-palmitoyl-GPE (16:0)","1-palmitoyl-GPE (16:0)","Lipid","Lysophospholipid",35631,NA,"HMDB11503","M35631"
"Metab568","1-stearoyl-GPE (18:0)","1-stearoyl-GPE (18:0)","1-stearoyl-GPE (18:0)","Lipid","Lysophospholipid",42398,NA,"HMDB11130","M42398"
"Metab569","2-stearoyl-GPE (18:0)*","2-stearoyl-GPE (18:0)*","2-stearoyl-GPE (18:0)","Lipid","Lysophospholipid",41220,NA,"HMDB11129","M41220"
"Metab570","1-oleoyl-GPE (18:1)","1-oleoyl-GPE (18:1)","1-oleoyl-GPE (18:1)","Lipid","Lysophospholipid",35628,NA,"HMDB11506","M35628"
"Metab571","1-linoleoyl-GPE (18:2)*","1-linoleoyl-GPE (18:2)*","1-linoleoyl-GPE (18:2)","Lipid","Lysophospholipid",36600,NA,"HMDB11507","M36600"
"Metab572","1-arachidonoyl-GPE (20:4n6)*","1-arachidonoyl-GPE (20:4n6)*","1-arachidonoyl-GPE (20:4n6)","Lipid","Lysophospholipid",35186,NA,"HMDB11517","M35186"
"Metab573","1-palmitoyl-GPS (16:0)*","1-palmitoyl-GPS (16:0)*","1-palmitoyl-GPS (16:0)","Lipid","Lysophospholipid",46130,NA,NA,"M46130"
"Metab574","1-stearoyl-GPS (18:0)*","1-stearoyl-GPS (18:0)*","1-stearoyl-GPS (18:0)","Lipid","Lysophospholipid",45966,NA,"HMDB0061698","M45966"
"Metab575","1-oleoyl-GPS (18:1)","1-oleoyl-GPS (18:1)","1-oleoyl-GPS (18:1)","Lipid","Lysophospholipid",19260,NA,"HMDB61694","M19260"
"Metab576","1-linoleoyl-GPS (18:2)*","1-linoleoyl-GPS (18:2)*","1-linoleoyl-GPS (18:2)","Lipid","Lysophospholipid",43676,NA,NA,"M43676"
"Metab577","1-palmitoyl-GPG (16:0)*","1-palmitoyl-GPG (16:0)*","1-palmitoyl-GPG (16:0)","Lipid","Lysophospholipid",45970,NA,NA,"M45970"
"Metab578","1-stearoyl-GPG (18:0)","1-stearoyl-GPG (18:0)","1-stearoyl-GPG (18:0)","Lipid","Lysophospholipid",34437,NA,NA,"M34437"
"Metab579","1-oleoyl-GPG (18:1)*","1-oleoyl-GPG (18:1)*","1-oleoyl-GPG (18:1)","Lipid","Lysophospholipid",45968,NA,NA,"M45968"
"Metab580","1-linoleoyl-GPG (18:2)*","1-linoleoyl-GPG (18:2)*","1-linoleoyl-GPG (18:2)","Lipid","Lysophospholipid",54885,NA,NA,"M54885"
"Metab581","1-palmitoyl-GPI* (16:0)","1-palmitoyl-GPI* (16:0)","1-palmitoyl-GPI (16:0)","Lipid","Lysophospholipid",35305,NA,"HMDB61695","M35305"
"Metab582","1-stearoyl-GPI (18:0)","1-stearoyl-GPI (18:0)","1-stearoyl-GPI (18:0)","Lipid","Lysophospholipid",19324,NA,"HMDB61696","M19324"
"Metab583","1-oleoyl-GPI (18:1)","1-oleoyl-GPI (18:1)","1-oleoyl-GPI (18:1)","Lipid","Lysophospholipid",36602,NA,NA,"M36602"
"Metab584","1-linoleoyl-GPI* (18:2)*","1-linoleoyl-GPI* (18:2)*","1-linoleoyl-GPI (18:2)","Lipid","Lysophospholipid",36594,NA,NA,"M36594"
"Metab585","1-arachidonoyl-GPI* (20:4)*","1-arachidonoyl-GPI* (20:4)*","1-arachidonoyl-GPI (20:4)","Lipid","Lysophospholipid",34214,NA,"HMDB61690","M34214"
"Metab587","1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*","1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*","1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)","Lipid","Plasmalogen (PE-P)",52477,NA,"HMDB11342","M52477"
"Metab588","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)","Lipid","Plasmalogen (PE-P)",52677,NA,"HMDB11343","M52677"
"Metab589","1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*","1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*","1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)","Lipid","Plasmalogen (PE-P)",52716,NA,"HMDB11206","M52716"
"Metab590","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)","Lipid","Plasmalogen (PE-P)",52713,NA,"HMDB11207","M52713"
"Metab591","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)","Lipid","Plasmalogen (PE-P)",52673,NA,"HMDB11352","M52673"
"Metab592","1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*","1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*","1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)","Lipid","Plasmalogen (PE-P)",52478,NA,"HMDB0007996","M52478"
"Metab593","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","Lipid","Plasmalogen (PE-P)",52614,NA,"HMDB11375","M52614"
"Metab594","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)","Lipid","Plasmalogen (PE-P)",52689,NA,"HMDB11220","M52689"
"Metab595","1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*","1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*","1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)","Lipid","Plasmalogen (PE-P)",52682,NA,"HMDB11211","M52682"
"Metab596","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)","Lipid","Plasmalogen (PE-P)",52475,NA,"HMDB05779","M52475"
"Metab597","1-(1-enyl-palmitoyl)-GPC (P-16:0)*","1-(1-enyl-palmitoyl)-GPC (P-16:0)*","1-(1-enyl-palmitoyl)-GPC (P-16:0)","Lipid","Lysoplasmalogen",52474,NA,"HMDB10407","M52474"
"Metab598","1-(1-enyl-palmitoyl)-GPE (P-16:0)*","1-(1-enyl-palmitoyl)-GPE (P-16:0)*","1-(1-enyl-palmitoyl)-GPE (P-16:0)","Lipid","Lysoplasmalogen",39270,NA,NA,"M39270"
"Metab599","1-(1-enyl-oleoyl)-GPE (P-18:1)*","1-(1-enyl-oleoyl)-GPE (P-18:1)*","1-(1-enyl-oleoyl)-GPE (P-18:1)","Lipid","Lysoplasmalogen",44621,NA,NA,"M44621"
"Metab600","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1-(1-enyl-stearoyl)-GPE (P-18:0)","Lipid","Lysoplasmalogen",39271,NA,NA,"M39271"
"Metab601","glycerol","glycerol","glycerol","Lipid","Glycerolipid Metabolism",15122,"C00116","HMDB00131","M15122"
"Metab602","glycerol 3-phosphate","glycerol 3-phosphate","glycerol 3-phosphate (G3P)","Lipid","Glycerolipid Metabolism",15365,"C00093","HMDB00126","M15365"
"Metab603","glycerophosphoglycerol","glycerophosphoglycerol","glycerophosphoglycerol","Lipid","Glycerolipid Metabolism",48857,"C03274",NA,"M48857"
"Metab604","1-palmitoylglycerol (16:0)","1-palmitoylglycerol (16:0)","1-palmitoylglycerol (1-monopalmitin)","Lipid","Monoacylglycerol",21127,"C01885","HMDB31074","M21127"
"Metab605","1-oleoylglycerol (18:1)","1-oleoylglycerol (18:1)","1-oleoylglycerol (1-monoolein)","Lipid","Monoacylglycerol",21184,"C01885","HMDB11567","M21184"
"Metab606","1-linoleoylglycerol (18:2)","1-linoleoylglycerol (18:2)","1-linoleoylglycerol (18:2)","Lipid","Monoacylglycerol",27447,NA,"HMDB0011568","M27447"
"Metab607","1-dihomo-linolenylglycerol (20:3)","1-dihomo-linolenylglycerol (20:3)","1-dihomo-linolenylglycerol (20:3)","Lipid","Monoacylglycerol",48341,NA,NA,"M48341"
"Metab608","1-arachidonylglycerol (20:4)","1-arachidonylglycerol (20:4)","1-arachidonylglycerol","Lipid","Monoacylglycerol",34397,"C13857","HMDB11572","M34397"
"Metab609","1-docosahexaenoylglycerol (22:6)","1-docosahexaenoylglycerol (22:6)","1-docosahexaenoylglycerol (1-monodocosahexaenoin)","Lipid","Monoacylglycerol",35153,NA,NA,"M35153"
"Metab610","2-oleoylglycerol (18:1)","2-oleoylglycerol (18:1)","2-oleoylglycerol (18:1)","Lipid","Monoacylglycerol",21232,NA,"HMDB11537","M21232"
"Metab611","2-linoleoylglycerol (18:2)","2-linoleoylglycerol (18:2)","2-linoleoylglycerol (18:2)","Lipid","Monoacylglycerol",32506,NA,"HMDB11538","M32506"
"Metab612","2-arachidonoylglycerol (20:4)","2-arachidonoylglycerol (20:4)","2-arachidonoyl glycerol","Lipid","Monoacylglycerol",19266,"C13856","HMDB04666","M19266"
"Metab613","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*","Diacylglycerol (DG) (16:1/18:2 [2], 16:0/18:3 [1])","Lipid","Diacylglycerol (DG)",54966,NA,NA,"M54966"
"Metab614","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]","Lipid","Diacylglycerol (DG)",52634,NA,"HMDB07103","M52634"
"Metab615","palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]*","palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]*","palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]","Lipid","Diacylglycerol (DG)",54941,NA,NA,"M54941"
"Metab616","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]","Lipid","Diacylglycerol (DG)",54957,NA,"HMDB07112","M54957"
"Metab617","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]","Lipid","Diacylglycerol (DG)",54958,NA,"HMDB07112","M54958"
"Metab618","palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*","palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*","palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]","Lipid","Diacylglycerol (DG)",57373,NA,"HMDB07121","M57373"
"Metab620","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","Lipid","Diacylglycerol (DG)",46798,NA,"HMDB07219","M46798"
"Metab621","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","Lipid","Diacylglycerol (DG)",46799,NA,"HMDB07219","M46799"
"Metab622","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]","Lipid","Diacylglycerol (DG)",54968,NA,"HMDB07248","M54968"
"Metab623","linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*","linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*","linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]","Lipid","Diacylglycerol (DG)",54969,NA,"HMDB07248","M54969"
"Metab624","linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*","linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*","linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]","Lipid","Diacylglycerol (DG)",54964,NA,"HMDB07250","M54964"
"Metab625","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]",NA,NA,57450,"C00165","HMDB0007170","M57450"
"Metab626","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]","Lipid","Diacylglycerol (DG)",57449,NA,"HMDB0007170","M57449"
"Metab627","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]","Lipid","Diacylglycerol (DG)",54960,NA,"HMDB07228","M54960"
"Metab628","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]","Lipid","Diacylglycerol (DG)",54961,NA,"HMDB07228","M54961"
"Metab629","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]","Lipid","Diacylglycerol (DG)",54955,NA,"HMDB07257","M54955"
"Metab630","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]","Lipid","Diacylglycerol (DG)",54956,NA,"HMDB07257","M54956"
"Metab631","sphinganine","sphinganine","sphinganine","Lipid","Sphingolipid",17769,"C00836","HMDB00269","M17769"
"Metab632","sphingadienine","sphingadienine","sphingadienine","Lipid","Sphingolipid",57426,NA,NA,"M57426"
"Metab633","phytosphingosine","phytosphingosine","phytosphingosine","Lipid","Sphingolipid",1510,"C12144","HMDB04610","M1510"
"Metab634","N-palmitoyl-sphinganine (d18:0/16:0)","N-palmitoyl-sphinganine (d18:0/16:0)","N-palmitoyl-sphinganine (d18:0/16:0)","Lipid","Dihydroceramides",52604,NA,"HMDB11760","M52604"
"Metab635","N-palmitoyl-sphingosine (d18:1/16:0)","N-palmitoyl-sphingosine (d18:1/16:0)","N-palmitoyl-D-erythro-sphingosine","Lipid","Sphingolipid",44877,NA,"HMDB04949","M44877"
"Metab636","N-stearoyl-sphingosine (d18:1/18:0)*","N-stearoyl-sphingosine (d18:1/18:0)*","N-stearoyl-sphingosine (d18:1/18:0)","Lipid","Ceramides (Cer)",54979,NA,"HMDB04950","M54979"
"Metab637","N-palmitoyl-sphingadienine (d18:2/16:0)*","N-palmitoyl-sphingadienine (d18:2/16:0)*","N-palmitoyl-sphingadienine (d18:2/16:0)","Lipid","Ceramides (Cer)",57416,NA,NA,"M57416"
