"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"16151","VPS18","cluster_000133","#3F918B","VPS18","VPS18","Isoprenoid Biosynthetic Process ","2/8","MVD;PDSS1",6.05600788972395e-05,0.006449648402556,"GO:0008299"
"16152","VPS25","cluster_000538","#BE852B","VPS25","VPS25","Macromolecule Modification ","2/81","CSNK1G3;RNF2",0.00237649247191557,0.0913933208557833,"GO:0043412"
"16153","VPS26A","cluster_000077","#576A9A","VPS26A","VPS26A","RNA Modification ","2/51","ANKRD16;MRM1",0.00339466542068064,0.116233761995035,"GO:0009451"
"16154","VPS26B","cluster_000026","#B53445","VPS26B","VPS26B","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16155","VPS26C","cluster_000298","#A85688","VPS26C","VPS26C","Mitochondrial Fission ","3/13","FIS1;MIEF1;MFF",4.30761214933425e-07,9.60597509301539e-05,"GO:0000266"
"16156","VPS28","cluster_000523","#CDA02C","VPS28","VPS28","Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling ","3/175","TNIP2;LTBR;JMJD8",0.000487801289476404,0.0598665271175419,"GO:0043123"
"16157","VPS29","cluster_000136","#409387","VPS29","VPS29","Peptidyl-Tyrosine Phosphorylation ","3/67","ABI2;FLT3;CLK2",0.000136735290542393,0.0273470581084787,"GO:0018108"
"16158","VPS33A","cluster_000297","#A7558A","VPS33A","VPS33A","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00598613898759602,0.0643910501556496,"GO:0010310"
"16159","VPS33B","cluster_000366","#F37912","VPS33B","VPS33B","Ribosomal Small Subunit Biogenesis ","2/84","WDR36;RIOK2",0.00381256561631653,0.0946903796540223,"GO:0042274"
"16160","VPS35","cluster_000201","#56A255","VPS35","VPS35","Negative Regulation Of Amide Metabolic Process ","2/93","ZNF540;DAPK1",0.0069611911839573,0.114863748451268,"GO:0034249"
"16161","VPS35L","cluster_000060","#77587E","VPS35L","VPS35L","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"16162","VPS36","cluster_000008","#D72127","VPS36","VPS36","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"16163","VPS37A","cluster_000500","#E2C92F","VPS37A","VPS37A","Macroautophagy ","3/104","PLAA;VPS37A;YOD1",0.00012457269929357,0.0130322991855924,"GO:0016236"
"16164","VPS37B","cluster_000032","#AA3B4F","VPS37B","VPS37B","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"16165","VPS37C","cluster_000014","#CC2731","VPS37C","VPS37C","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"16166","VPS37D","cluster_000464","#FFF62F","VPS37D","VPS37D","Inflammatory Response ","4/236","CSF1R;LOXL3;TLR6;NAIP",7.89242844839864e-05,0.0214674053796443,"GO:0006954"
"16167","VPS39","cluster_000003","#E01C1F","VPS39","VPS39","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"16168","VPS41","cluster_000026","#B53445","VPS41","VPS41","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16169","VPS45","cluster_000041","#9A445E","VPS45","VPS45","Organelle Organization ","4/418","PEX3;RANBP10;COG1;GOLGA8A",0.00868413784549145,0.159637443320699,"GO:0006996"
"16170","VPS4A","cluster_000159","#469F6C","VPS4A","VPS4A","Establishment Of Protein Localization To Mitochondrion ","4/44","TIMM13;TIMM17B;TIMM44;TIMM50",4.64748720081316e-07,0.000124087908261711,"GO:0072655"
"16171","VPS4B","cluster_000334","#D06849","VPS4B","VPS4B","Positive Regulation Of Transcription By RNA Polymerase II ","5/938","COPS5;RPRD1B;BRD8;SMAD5;MED7",0.00372819918580663,0.0969917719808627,"GO:0045944"
"16172","VPS50","cluster_000122","#3D8C98","VPS50","VPS50","Regulation Of Double-Strand Break Repair ","3/88","TERF2IP;YEATS4;BRD7",0.000338419029096839,0.0786695779061084,"GO:2000779"
"16173","VPS51","cluster_000204","#599F58","VPS51","VPS51","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"16174","VPS52","cluster_000053","#845172","VPS52","VPS52","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"16175","VPS53","cluster_000176","#4AA858","VPS53","VPS53","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"16176","VPS54","cluster_000025","#B73343","VPS54","VPS54","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"16177","VPS72","cluster_000541","#BC7F2A","VPS72","VPS72","Establishment Of Spindle Orientation ","2/35","MAPRE1;LLGL1",0.000447244288573522,0.0474078945887933,"GO:0051294"
"16178","VPS8","cluster_000217","#639164","VPS8","VPS8","Collagen Fibril Organization ","5/42","COL18A1;ADAMTS2;COL5A1;COL5A3;CYP1B1",2.03209789203819e-09,6.29950346531839e-07,"GO:0030199"
"16179","VPS9D1","cluster_000139","#419584","VPS9D1","VPS9D1","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"16180","VPS9D1-AS1","cluster_000582","#B55E44","VPS9D1-AS1","VPS9D1-AS1","Regulation Of Glomerular Filtration ","2/5","PDGFB;F2RL1",6.78968474771753e-06,0.00212517132603559,"GO:0003093"
"16181","VRK1","cluster_000636","#E3769B","VRK1","VRK1","Positive Regulation Of Fibroblast Proliferation ","2/28","SPHK1;FN1",0.000196229365545709,0.0335552215083162,"GO:0048146"
"16182","VRK2","cluster_000167","#47A363","VRK2","VRK2","Negative Regulation Of Regulated Secretory Pathway ","2/8","REST;STXBP3",5.6534016206558e-05,0.0113633372575182,"GO:1903306"
"16183","VRK3","cluster_000339","#D56B41","VRK3","VRK3","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"16184","VRTN","cluster_000017","#C62B36","VRTN","VRTN","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"16185","VSIG1","cluster_000073","#5F6693","VSIG1","VSIG1","Negative Regulation Of Transcription By RNA Polymerase II ","6/763","ZNF550;PCID2;ZNF350;ZNF559;ZNF614;ZNF568",0.00162954937505962,0.0749592712527424,"GO:0000122"
"16186","VSIG10","cluster_000065","#6E5E86","VSIG10","VSIG10","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16187","VSIG10L","cluster_000312","#B85D6F","VSIG10L","VSIG10L","Immune Response-Regulating Cell Surface Receptor Signaling Pathway ","3/13","LYN;FGR;LILRB1",3.77056821764453e-07,0.00014478981955755,"GO:0002768"
"16188","VSIG2","cluster_000657","#F680BD","VSIG2","VSIG2","Positive Regulation Of Podosome Assembly ","1/5","IL5",0.00349539889312047,0.0685202463650387,"GO:0071803"
"16189","VSIG4","cluster_000552","#B16C29","VSIG4","VSIG4","Action Potential ","2/35","CHRNA1;KCNE3",0.00039798731156283,0.0521363378147307,"GO:0001508"
"16190","VSIG8","cluster_000106","#3983AA","VSIG8","VSIG8","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"16191","VSIR","cluster_000296","#A6548B","VSIR","VSIR","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00598613898759602,0.0643910501556496,"GO:0010310"
"16192","VSTM2L","cluster_000028","#B23648","VSTM2L","VSTM2L","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16193","VSTM4","cluster_000183","#4BAB50","VSTM4","VSTM4","Positive Regulation Of Signal Transduction ","3/266","RWDD3;GKAP1;EPN2",0.00595994012333446,0.0978710900407165,"GO:0009967"
"16194","VSX1","cluster_000443","#FFD924","VSX1","VSX1","Glucocorticoid Biosynthetic Process ","1/5","CYP21A2",0.00499044069595166,0.0775327444046189,"GO:0006704"
"16195","VTA1","cluster_000451","#FFE428","VTA1","VTA1","Histone Modification ","3/81","HDAC2;TADA2A;RBBP7",6.94160098096877e-05,0.00652310710605077,"GO:0016570"
"16196","VTCN1","cluster_000415","#FFB314","VTCN1","VTCN1","Negative Regulation Of Osteoclast Differentiation ","2/21","LILRB3;LTF",0.000197241423521882,0.0335011049028296,"GO:0045671"
"16197","VTI1A","cluster_000053","#845172","VTI1A","VTI1A","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"16198","VTI1B","cluster_000360","#EC761C","VTI1B","VTI1B","Regulation Of Signal Transduction By P53 Class Mediator ","4/47","BOP1;NOP2;RRS1;URB2",1.89775013755379e-07,2.5999176884487e-05,"GO:1901796"
"16199","VTN","cluster_000381","#FF8502","VTN","VTN","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"16200","VWA1","cluster_000437","#FFD120","VWA1","VWA1","Lipoprotein Transport ","2/11","PPARG;CD36",5.19687158339542e-05,0.0100031873807011,"GO:0042953"
"16201","VWA2","cluster_000029","#B0374A","VWA2","VWA2","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"16202","VWA3A","cluster_000110","#3A85A6","VWA3A","VWA3A","Retinoid Metabolic Process ","2/40","AKR1B1;DHRS4L2",0.0017482077236045,0.109480646845711,"GO:0001523"
"16203","VWA5A","cluster_000097","#377FB5","VWA5A","VWA5A","Histone H3-K4 Methylation ","3/26","KMT2D;SETD1B;KMT2B",9.43380782186472e-06,0.00253894493824843,"GO:0051568"
"16204","VWA5B1","cluster_000277","#93539D","VWA5B1","VWA5B1","Positive Regulation Of Nitrogen Compound Metabolic Process ","2/33","WFS1;KLF2",0.000712285526811214,0.0986596011543697,"GO:0051173"
"16205","VWA7","cluster_000470","#FFFE32","VWA7","VWA7","Histone Lysine Demethylation ","1/7","UTY",0.00663198906678106,0.071464780816052,"GO:0070076"
"16206","VWA8","cluster_000177","#4AA857","VWA8","VWA8","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"16207","VWC2L","cluster_000066","#6C5F88","VWC2L","VWC2L","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16208","VWC2L-IT1","cluster_000066","#6C5F88","VWC2L-IT1","VWC2L-IT1","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16209","VWCE","cluster_000442","#FFD823","VWCE","VWCE","Cellular Response To Sterol ","2/15","INSIG2;RORA",9.89757503698104e-05,0.0252388163443016,"GO:0036315"
"16210","VWDE","cluster_000160","#469F6B","VWDE","VWDE","Translational Termination ","2/8","APEH;GSPT1",5.6534016206558e-05,0.00660854403294678,"GO:0006415"
"16211","VWF","cluster_000424","#FFBF19","VWF","VWF","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"16212","VXN","cluster_000220","#658E67","VXN","VXN","Heterocycle Catabolic Process ","1/5","HOGA1",0.00648368936979889,0.0768694830168207,"GO:0046700"
"16213","WAC","cluster_000156","#459D70","WAC","WAC","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"16214","WAC-AS1","cluster_000620","#D66F81","WAC-AS1","WAC-AS1","Signal Peptide Processing ","3/13","SPCS3;SPCS2;SEC11C",9.71615900442642e-08,1.53515312269937e-05,"GO:0006465"
"16215","WAKMAR2","cluster_000656","#F580BB","WAKMAR2","WAKMAR2","Positive Regulation Of Podosome Assembly ","1/5","IL5",0.00349539889312047,0.0685202463650387,"GO:0071803"
"16216","WAPL","cluster_000243","#78767D","WAPL","WAPL","Regulation Of RNA Metabolic Process ","3/91","HNRNPH1;RASA1;ZNF638",0.000219609490557135,0.0368943944135987,"GO:0051252"
"16217","WARS1","cluster_000706","#C78DAB","WARS1","WARS1","Cellular Response To Type II Interferon ","5/66","GBP5;IFNG;GBP2;GBP1;GBP4",2.60809190289846e-10,6.33766332404325e-08,"GO:0071346"
"16218","WARS2","cluster_000541","#BC7F2A","WARS2","WARS2","Establishment Of Spindle Orientation ","2/35","MAPRE1;LLGL1",0.000447244288573522,0.0474078945887933,"GO:0051294"
"16219","WAS","cluster_000410","#FFAC12","WAS","WAS","Bradykinin Catabolic Process ","1/5","XPNPEP1",0.00523943997247116,0.113217538271567,"GO:0010815"
"16220","WASF1","cluster_000399","#FF9D0C","WASF1","WASF1","Negative Regulation Of Developmental Growth ","2/31","MYOZ1;NKD1",0.00047937621131243,0.0456025979658042,"GO:0048640"
"16221","WASF2","cluster_000154","#449C72","WASF2","WASF2","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"16222","WASF3","cluster_000719","#BA90A6","WASF3","WASF3","Polyamine Transport ","1/5","SLC47A1",0.00299665302989365,0.0411362262367177,"GO:0015846"
"16223","WASH2P","cluster_000676","#E585B7","WASH2P","WASH2P","Positive Regulation Of Mitotic Cytokinesis ","2/5","INCENP;NUP62",4.54444066889218e-06,0.000790732676387239,"GO:1903490"
"16224","WASH3P","cluster_000088","#4376AC","WASH3P","WASH3P","Chromatin Remodeling ","4/228","INO80E;CHD2;EZH1;BPTF",0.000519221290326432,0.0464471119041021,"GO:0006338"
"16225","WASH7P","cluster_000081","#506FA0","WASH7P","WASH7P","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"16226","WASH8P","cluster_000542","#BB7E2A","WASH8P","WASH8P","Negative Regulation Of Execution Phase Of Apoptosis ","2/19","MTRNR2L8;MTRNR2L2",0.000115296872353532,0.0104880576912313,"GO:1900118"
"16227","WASHC1","cluster_000493","#E9D630","WASHC1","WASHC1","Negative Regulation Of Sequestering Of Calcium Ion ","2/36","ITPR1;PLCE1",0.000528384897738317,0.066385710159762,"GO:0051283"
"16228","WASHC2A","cluster_000109","#3A85A7","WASHC2A","WASHC2A","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"16229","WASHC2C","cluster_000096","#377EB6","WASHC2C","WASHC2C","Histone H3-K4 Methylation ","3/26","KMT2D;SETD1B;KMT2B",9.43380782186472e-06,0.00253894493824843,"GO:0051568"
"16230","WASHC3","cluster_000525","#CB9C2C","WASHC3","WASHC3","Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling ","3/175","TNIP2;LTBR;JMJD8",0.000487801289476404,0.0598665271175419,"GO:0043123"
"16231","WASHC4","cluster_000043","#964661","WASHC4","WASHC4","Organelle Organization ","4/418","PEX3;RANBP10;COG1;GOLGA8A",0.00868413784549145,0.159637443320699,"GO:0006996"
"16232","WASHC5","cluster_000500","#E2C92F","WASHC5","WASHC5","Macroautophagy ","3/104","PLAA;VPS37A;YOD1",0.00012457269929357,0.0130322991855924,"GO:0016236"
"16233","WASL","cluster_000173","#49A65C","WASL","WASL","Non-Motile Cilium Assembly ","3/31","BBS1;FUZ;TMEM80",1.07589238925688e-05,0.00150624934495964,"GO:1905515"
"16234","WBP1","cluster_000028","#B23648","WBP1","WBP1","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16235","WBP11","cluster_000139","#419584","WBP11","WBP11","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"16236","WBP1L","cluster_000061","#75597F","WBP1L","WBP1L","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"16237","WBP2","cluster_000497","#E5CF2F","WBP2","WBP2","Axonogenesis ","4/188","FEZ1;MAP1B;MAP1A;GLI2",2.62429515923753e-05,0.00852895926752197,"GO:0007409"
"16238","WBP2NL","cluster_000505","#DEC02E","WBP2NL","WBP2NL","Vocal Learning ","1/5","HTT",0.00474139160939957,0.0953152298399309,"GO:0042297"
"16239","WBP4","cluster_000210","#5D995E","WBP4","WBP4","Cilium Organization ","5/228","WDPCP;KIFAP3;CEP20;CEP290;CFAP20",1.21220315273821e-05,0.00220620973798354,"GO:0044782"
"16240","WDCP","cluster_000338","#D46A42","WDCP","WDCP","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"16241","WDFY1","cluster_000080","#526E9F","WDFY1","WDFY1","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"16242","WDFY2","cluster_000598","#C3655E","WDFY2","WDFY2","Regulation Of Cell-Cell Adhesion ","2/43","CEACAM1;PODXL",0.000531544900835433,0.0527738792362776,"GO:0022407"
"16243","WDFY3","cluster_000023","#BB3140","WDFY3","WDFY3","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"16244","WDFY3-AS2","cluster_000455","#FFEA2A","WDFY3-AS2","WDFY3-AS2","Regulation Of Transport ","2/44","CLDN10;REEP5",0.000876366632994734,0.0449123555906106,"GO:0051049"
"16245","WDFY4","cluster_000546","#B7762A","WDFY4","WDFY4","Regulation Of Regulatory T Cell Differentiation ","3/22","TNFSF4;CTLA4;FOXP3",7.77644034453368e-07,0.000167193467407474,"GO:0045589"
"16246","WDHD1","cluster_000721","#B891A5","WDHD1","WDHD1","Polyamine Transport ","1/5","SLC47A1",0.00299665302989365,0.0411362262367177,"GO:0015846"
"16247","WDPCP","cluster_000208","#5C9B5C","WDPCP","WDPCP","Cilium Organization ","5/228","WDPCP;KIFAP3;CEP20;CEP290;CFAP20",1.21220315273821e-05,0.00220620973798354,"GO:0044782"
"16248","WDR1","cluster_000266","#8A5F93","WDR1","WDR1","Positive Regulation Of Intracellular Transport ","3/39","TBC1D20;PDCD10;OAZ1",1.53046994626045e-05,0.00563212940223845,"GO:0032388"
"16249","WDR11","cluster_000025","#B73343","WDR11","WDR11","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"16250","WDR12","cluster_000356","#E87423","WDR12","WDR12","Mitochondrial Outer Membrane Permeabilization ","1/7","RTL10",0.00767569624028282,0.166540652340798,"GO:0097345"
"16251","WDR13","cluster_000443","#FFD924","WDR13","WDR13","Glucocorticoid Biosynthetic Process ","1/5","CYP21A2",0.00499044069595166,0.0775327444046189,"GO:0006704"
"16252","WDR17","cluster_000177","#4AA857","WDR17","WDR17","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"16253","WDR18","cluster_000109","#3A85A7","WDR18","WDR18","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"16254","WDR19","cluster_000064","#6F5D84","WDR19","WDR19","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16255","WDR20","cluster_000239","#757B79","WDR20","WDR20","Autophagosome Organization ","3/61","ZFYVE26;ATG14;ATG2B",6.67628626080939e-05,0.0131522839337945,"GO:1905037"
"16256","WDR24","cluster_000269","#8D5C96","WDR24","WDR24","Positive Regulation Of Intracellular Transport ","3/39","TBC1D20;PDCD10;OAZ1",1.53046994626045e-05,0.00563212940223845,"GO:0032388"
"16257","WDR25","cluster_000239","#757B79","WDR25","WDR25","Autophagosome Organization ","3/61","ZFYVE26;ATG14;ATG2B",6.67628626080939e-05,0.0131522839337945,"GO:1905037"
"16258","WDR26","cluster_000103","#3882AE","WDR26","WDR26","Organelle Membrane Fusion ","2/26","SYT11;STX6",0.000786913806034086,0.112461450856341,"GO:0090174"
"16259","WDR27","cluster_000397","#FF9A0B","WDR27","WDR27","Negative Regulation Of Developmental Growth ","2/31","MYOZ1;NKD1",0.00047937621131243,0.0456025979658042,"GO:0048640"
"16260","WDR3","cluster_000085","#4973A7","WDR3","WDR3","Regulation Of Nucleic Acid-Templated Transcription ","6/452","ZNF273;ZNF680;ZNF92;JMJD1C;RBAK;ZNF675",8.50355883320486e-05,0.012245124719815,"GO:1903506"
"16261","WDR31","cluster_000349","#E0702F","WDR31","WDR31","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"16262","WDR33","cluster_000010","#D3232A","WDR33","WDR33","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"16263","WDR35","cluster_000064","#6F5D84","WDR35","WDR35","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16264","WDR36","cluster_000366","#F37912","WDR36","WDR36","Ribosomal Small Subunit Biogenesis ","2/84","WDR36;RIOK2",0.00381256561631653,0.0946903796540223,"GO:0042274"
"16265","WDR37","cluster_000034","#A73D52","WDR37","WDR37","Histone H4-K5 Acetylation ","2/15","JADE3;OGT",0.000402820303489047,0.0375965616589777,"GO:0043981"
"16266","WDR4","cluster_000282","#974EA2","WDR4","WDR4","Telomere Maintenance Via Telomerase ","2/19","TERT;DKC1",0.000233060075995262,0.0200431665355925,"GO:0007004"
"16267","WDR41","cluster_000366","#F37912","WDR41","WDR41","Ribosomal Small Subunit Biogenesis ","2/84","WDR36;RIOK2",0.00381256561631653,0.0946903796540223,"GO:0042274"
"16268","WDR43","cluster_000167","#47A363","WDR43","WDR43","Negative Regulation Of Regulated Secretory Pathway ","2/8","REST;STXBP3",5.6534016206558e-05,0.0113633372575182,"GO:1903306"
"16269","WDR44","cluster_000002","#E21B1D","WDR44","WDR44","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"16270","WDR45","cluster_000163","#46A168","WDR45","WDR45","Translational Termination ","2/8","APEH;GSPT1",5.6534016206558e-05,0.00660854403294678,"GO:0006415"
"16271","WDR45B","cluster_000207","#5B9C5B","WDR45B","WDR45B","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"16272","WDR46","cluster_000086","#4774A9","WDR46","WDR46","Regulation Of Nucleic Acid-Templated Transcription ","6/452","ZNF273;ZNF680;ZNF92;JMJD1C;RBAK;ZNF675",8.50355883320486e-05,0.012245124719815,"GO:1903506"
"16273","WDR47","cluster_000005","#DC1E22","WDR47","WDR47","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"16274","WDR48","cluster_000200","#55A354","WDR48","WDR48","Negative Regulation Of Amide Metabolic Process ","2/93","ZNF540;DAPK1",0.0069611911839573,0.114863748451268,"GO:0034249"
"16275","WDR49","cluster_000711","#C28EA9","WDR49","WDR49","Action Potential ","2/35","KCNE1;CHRNA4",0.000194204439685892,0.0137452133373938,"GO:0001508"
"16276","WDR5","cluster_000130","#3F908E","WDR5","WDR5","Isoprenoid Biosynthetic Process ","2/8","MVD;PDSS1",6.05600788972395e-05,0.006449648402556,"GO:0008299"
"16277","WDR53","cluster_000646","#EC7BAB","WDR53","WDR53","Regulation Of Heart Contraction ","2/69","DMPK;ATP1A2",0.00119644689354031,0.0632166371270769,"GO:0008016"
"16278","WDR54","cluster_000170","#48A55F","WDR54","WDR54","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"16279","WDR55","cluster_000448","#FFE026","WDR55","WDR55","Neutrophil Degranulation ","1/5","STXBP2",0.00499044069595166,0.0629079443648236,"GO:0043312"
"16280","WDR59","cluster_000465","#FFF730","WDR59","WDR59","Inflammatory Response ","4/236","CSF1R;LOXL3;TLR6;NAIP",7.89242844839864e-05,0.0214674053796443,"GO:0006954"
"16281","WDR5B","cluster_000548","#B57329","WDR5B","WDR5B","Regulation Of Regulatory T Cell Differentiation ","3/22","TNFSF4;CTLA4;FOXP3",7.77644034453368e-07,0.000167193467407474,"GO:0045589"
"16282","WDR6","cluster_000700","#CD8BAE","WDR6","WDR6","Fatty Acid Biosynthetic Process ","2/65","GSTM4;MCAT",0.000792695643797859,0.0428627996865194,"GO:0006633"
"16283","WDR61","cluster_000338","#D46A42","WDR61","WDR61","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"16284","WDR62","cluster_000573","#AD5A36","WDR62","WDR62","Ribosome Biogenesis ","4/155","NOP56;NOLC1;RRP12;GTPBP4",7.6344578869322e-06,0.00115280314092676,"GO:0042254"
"16285","WDR7","cluster_000265","#896092","WDR7","WDR7","Mesenchyme Morphogenesis ","2/18","ADAMTS5;HEYL",0.000226705510857655,0.0286543040152311,"GO:0072132"
"16286","WDR70","cluster_000026","#B53445","WDR70","WDR70","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16287","WDR72","cluster_000141","#419681","WDR72","WDR72","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"16288","WDR73","cluster_000726","#B392A3","WDR73","WDR73","Negative Regulation Of Nucleic Acid-Templated Transcription ","3/456","SUV39H1;ZNF12;LIMD1",0.00222201147678877,0.033427289406377,"GO:1903507"
