"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"10011","SCNN1A","cluster_000175","#375B8DFF","SCNN1A","","Galactolipid Biosynthetic Process ","1/5","FA2H",0.00623493907047315,0.0950478995562579,"GO:0019375"
"10012","SCNN1B","cluster_000082","#472E7CFF","SCNN1B","","Anterior/Posterior Pattern Specification ","3/59","HOXB4;HOXB3;HOXB6",0.000103349783120368,0.0115751757094812,"GO:0009952"
"10013","SCNN1D","cluster_000592","#E2E418FF","SCNN1D","","Monocarboxylic Acid Transport ","2/73","SLC51A;SLC16A13",0.000846975672272765,0.0281552781624845,"GO:0015718"
"10014","CEACAM1","cluster_000310","#21908CFF","CEACAM1","","Atrioventricular Valve Morphogenesis ","2/19","SMAD6;TGFBR2",0.000160803405426504,0.036356638045797,"GO:0003181"
"10015","SCO1","cluster_000443","#4BC16DFF","SCO1","","Positive Regulation Of Catabolic Process ","2/79","AMER1;DDB1",0.00201606251579128,0.0697329046349818,"GO:0009896"
"10016","SCTR","cluster_000493","#77D153FF","SCTR","","Sodium Ion Export Across Plasma Membrane ","2/12","ATP1A1;ATP1B1",3.45001205642437e-05,0.00391250574555534,"GO:0036376"
"10017","CCL1","cluster_000003","#440256FF","CCL1","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"10018","CCL2","cluster_000244","#2A768EFF","CCL2","","Defense Response To Virus ","11/189","RSAD2;OAS1;MX2;IFI6;EIF2AK2;ISG15;IFIT1;USP18;SHFL;IFIT2;OASL",2.57723262939245e-17,8.01519347741052e-15,"GO:0051607"
"10019","CCL11","cluster_000398","#2DB27DFF","CCL11","","Regulation Of Platelet Activation ","2/28","PLA2G4A;PRKCQ",0.000253724283258192,0.0606401036987078,"GO:0010543"
"10020","CCL13","cluster_000239","#2B748EFF","CCL13","","Vitamin Transport ","2/39","SLC2A10;FOLR2",0.00083503162608132,0.0633403017653057,"GO:0051180"
"10021","CCL14","cluster_000584","#D9E319FF","CCL14","","Forebrain Neuron Development ","1/6","CCL14",0.00359499844647963,0.09002948992402,"GO:0021884"
"10022","CCL15","cluster_000222","#2E6E8EFF","CCL15","","Fatty Acid Catabolic Process ","2/61","EHHADH;LPIN3",0.00222145312398315,0.101226687609619,"GO:0009062"
"10023","BICD1","cluster_000181","#365D8DFF","BICD1","","Regulation Of Phospholipase C Activity ","2/11","ABL2;BICD1",8.19331846528248e-05,0.0208110289018175,"GO:1900274"
"10024","CCL16","cluster_000548","#B1DD2EFF","CCL16","","Lymphocyte Apoptotic Process ","1/7","CLC",0.00454175360916762,0.0679293359439598,"GO:0070227"
"10025","CCL17","cluster_000478","#69CD5BFF","CCL17","","Lymphocyte Migration ","2/41","CCL22;CCL17",0.000423294500506297,0.0159899136104635,"GO:0072676"
"10026","CCL18","cluster_000406","#31B57BFF","CCL18","","NAD Metabolic Process ","2/22","NAMPT;KMO",0.000155518877333677,0.0413680213707582,"GO:0019674"
"10027","CCL19","cluster_000336","#1F9A8AFF","CCL19","","Positive Regulation Of Interleukin-10 Production ","2/30","IRF4;TLR9",0.000366077977298442,0.0416375273478129,"GO:0032733"
"10028","CCL20","cluster_000226","#2D708EFF","CCL20","","Axoneme Assembly ","2/41","TTC26;RSPH1",0.00100940571255747,0.0742796190171433,"GO:0035082"
"10029","CCL21","cluster_000033","#481467FF","CCL21","","B Cell Activation ","5/92","FCRLA;BANK1;PAX5;MS4A1;CD22",6.21500609037897e-07,0.000155996652868512,"GO:0042113"
"10030","CCL22","cluster_000478","#69CD5BFF","CCL22","","Lymphocyte Migration ","2/41","CCL22;CCL17",0.000423294500506297,0.0159899136104635,"GO:0072676"
"10031","CCL23","cluster_000384","#26AD81FF","CCL23","","Complement Activation, Lectin Pathway ","2/8","FCN2;FCN3",2.13514322800082e-05,0.0013024373690805,"GO:0001867"
"10032","CCL24","cluster_000567","#C7E020FF","CCL24","","Cellular Response To Growth Factor Stimulus ","3/155","MAPK7;EMD;MTSS2",0.000123332355519672,0.0191165151055492,"GO:0071363"
"10033","BID","cluster_000132","#3F4788FF","BID","","Intracellular Protein Transport ","5/325","RAB32;COPB2;FAM53C;TIMM23;E2F3",6.61100424150882e-05,0.028493428280903,"GO:0006886"
"10034","CCL25","cluster_000492","#76D153FF","CCL25","","Cellular Response To Interleukin-1 ","2/81","CCL25;SPAM1",0.00164382289453363,0.048630098046123,"GO:0071347"
"10035","CXCL11","cluster_000271","#26818EFF","CXCL11","","T Cell Chemotaxis ","2/10","CXCL10;CXCL11",4.70112556271839e-05,0.00733375587784069,"GO:0010818"
"10036","CXCL5","cluster_000006","#450457FF","CXCL5","","Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules ","3/19","CLDN6;CLDN15;CLDN16",4.70028348740582e-05,0.0288127377777977,"GO:0016338"
"10037","XCL1","cluster_000474","#65CB5EFF","XCL1","","Cellular Response To Type II Interferon ","2/66","IRF8;XCL1",0.00109535932350336,0.0364089158087724,"GO:0071346"
"10038","CX3CL1","cluster_000189","#34618DFF","CX3CL1","","Smooth Muscle Cell Differentiation ","2/11","EDNRB;TMEM204",7.54010965503056e-05,0.0270588618394961,"GO:0051145"
"10039","SDC1","cluster_000282","#25858EFF","SDC1","","Medium-Chain Fatty Acid Metabolic Process ","2/14","CYP4Z1;CYP4A22",9.48272728652729e-05,0.014603400021252,"GO:0051791"
"10040","BCAN","cluster_000214","#2F6B8EFF","BCAN","","Regulation Of cGMP-mediated Signaling ","1/5","RUNDC3A",0.00573728911332865,0.0696208097793004,"GO:0010752"
"10041","SDCBP","cluster_000562","#C1DF24FF","SDCBP","","Nicotinamide Nucleotide Metabolic Process ","2/17","IDH1;ME1",5.27492009166233e-05,0.00381086279136046,"GO:0046496"
"10042","CXCL12","cluster_000101","#453882FF","CXCL12","","Ethanol Oxidation ","3/7","ADH4;ADH1B;ADH1A",9.5546338672213e-08,2.48420480547754e-05,"GO:0006069"
"10043","MRPL17","cluster_000357","#1FA287FF","MRPL17","","Autophagosome Organization ","2/61","AP4M1;NSFL1C",0.00151327767638925,0.0600669539214118,"GO:1905037"
"10044","PKNOX2","cluster_000101","#453882FF","PKNOX2","","Ethanol Oxidation ","3/7","ADH4;ADH1B;ADH1A",9.5546338672213e-08,2.48420480547754e-05,"GO:0006069"
"10045","SDHA","cluster_000049","#481D6FFF","SDHA","","Endosome Organization ","3/53","ARFGEF2;LAMTOR1;ATP6V1F",0.000108309177382536,0.0258858933944261,"GO:0007032"
"10046","RNF123","cluster_000076","#472C7AFF","RNF123","","V","2/12","DCAF1;LIG4",0.000151975440409444,0.0293312599990227,"D)J Recombination "
"10047","UBE2O","cluster_000126","#404588FF","UBE2O","","Protein Localization To Microtubule Organizing Center ","2/15","CEP131;CSNK1D",0.000182291841891916,0.0203896746162721,"GO:1905508"
"10048","NSUN3","cluster_000297","#228B8DFF","NSUN3","","Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway ","1/5","MAP2K6",0.00523943997247116,0.109480450523343,"GO:0035872"
"10049","SDHB","cluster_000533","#A1DA38FF","SDHB","","Negative Regulation Of Receptor-Mediated Endocytosis ","2/26","ITGAV;WDR54",0.000146463806532351,0.0232877452386439,"GO:0048261"
"10050","FAM111A","cluster_000169","#38588CFF","FAM111A","","Defense Response To Virus ","7/189","APOBEC3F;ZNFX1;DDX60L;DDX60;TRIM21;IFI44L;TRIM56",2.50600217143189e-09,4.71128408229195e-07,"GO:0051607"
"10051","GPATCH3","cluster_000168","#38588CFF","GPATCH3","","Base-Excision Repair ","2/36","PRMT6;MUTYH",0.000920720991927805,0.0888489675894258,"GO:0006284"
"10052","NAPB","cluster_000280","#25848EFF","NAPB","","Regulation Of Transcription By RNA Polymerase II ","10/2028","MED23;MORC3;TFDP1;ZMYM5;DPF2;DICER1;INO80;BRWD1;HDX;RELA",1.3843663323769e-05,0.00391775672062662,"GO:0006357"
"10053","SLC17A9","cluster_000475","#66CB5DFF","SLC17A9","","Mesodermal Cell Fate Commitment ","1/5","HOXA11",0.00374469708393798,0.0541836501414494,"GO:0001710"
"10054","BLOC1S5","cluster_000342","#1E9D89FF","BLOC1S5","","Protein Localization To Cilium ","2/40","TTC21B;CC2D2A",0.000652711833191535,0.0659238951523451,"GO:0061512"
"10055","ELMO2","cluster_000495","#7AD151FF","ELMO2","","Regulation Of Actin Polymerization Or Depolymerization ","2/27","DAAM2;NAA80",0.000182291841891916,0.0171354331378401,"GO:0008064"
"10056","GALNT11","cluster_000144","#3D4D8AFF","GALNT11","","BMP Signaling Pathway ","2/61","CHRD;GDF7",0.00283692164222266,0.112526489074842,"GO:0030509"
"10057","SDHD","cluster_000072","#482979FF","SDHD","","Aerobic Electron Transport Chain ","4/68","NDUFA10;NDUFC2;COX7A2;SDHD",4.08968649575637e-06,0.000369830833953949,"GO:0019646"
"10058","ZBED8","cluster_000346","#1F9E89FF","ZBED8","","Positive Regulation Of Transcription Elongation By RNA Polymerase II ","2/43","PWWP2A;MED7",0.000754357907218654,0.038889314767126,"GO:0032968"
"10059","CHTF18","cluster_000257","#287C8EFF","CHTF18","","Maturation Of LSU-rRNA ","2/20","NOP2;URB1",0.000216835630439027,0.0258034400222442,"GO:0000470"
"10060","CIDEC","cluster_000031","#471366FF","CIDEC","","Peptide Cross-Linking ","2/27","PI3;IVL",0.00113528335685322,0.153695394386243,"GO:0018149"
"10061","CHP2","cluster_000221","#2E6E8EFF","CHP2","","Histone Arginine Methylation ","1/5","PRDM14",0.00573728911332865,0.141245454670519,"GO:0034969"
"10062","LINC01749","cluster_000359","#20A386FF","LINC01749","","Embryonic Hindlimb Morphogenesis ","1/5","TBX4",0.00474139160939957,0.0877349369877083,"GO:0035116"
"10063","MRPS14","cluster_000469","#60CA60FF","MRPS14","","Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay ","1/6","DCP1B",0.00479094227501427,0.0526757622499983,"GO:0031086"
"10064","CXorf56","cluster_000404","#30B47CFF","CXorf56","","Positive Regulation Of Transferase Activity ","3/143","UBE2I;PARN;AXIN1",0.000226135332949955,0.0330157586106934,"GO:0051347"
"10065","MCUR1","cluster_000439","#47C16EFF","MCUR1","","Positive Regulation Of Mitochondrial Calcium Ion Concentration ","1/8","MCUR1",0.00678090602009761,0.113442889770256,"GO:0051561"
"10066","ZNF667","cluster_000146","#3D4E8AFF","ZNF667","","Positive Regulation Of Developmental Process ","3/233","SMARCC1;DAG1;ACVR1B",0.00332952075010674,0.117553243839349,"GO:0051094"
"10067","FAM217B","cluster_000397","#2CB17EFF","FAM217B","","Protein Desumoylation ","1/7","SENP5",0.0062838777740326,0.0780833612845623,"GO:0016926"
"10068","NECAB3","cluster_000107","#443B84FF","NECAB3","","Protein Insertion Into ER Membrane ","2/29","GET4;RAB5IF",0.000804422523995621,0.11912915896477,"GO:0045048"
"10069","FKBPL","cluster_000260","#287D8EFF","FKBPL","","Positive Regulation Of Establishment Of Protein Localization ","2/18","CENPJ;WRAP53",0.00017484233445804,0.0571734433677789,"GO:1904951"
"10070","DMRTC2","cluster_000003","#440256FF","DMRTC2","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"10071","DMRTB1","cluster_000003","#440256FF","DMRTB1","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"10072","DMRTA1","cluster_000309","#21908DFF","DMRTA1","","Fatty Acid Catabolic Process ","2/61","FAAH;ECHDC2",0.0016781253536833,0.0889406437452149,"GO:0009062"
"10073","SEC13","cluster_000098","#453781FF","SEC13","","Positive Regulation Of Microtubule Polymerization Or Depolymerization ","2/26","RAC1;MAPRE1",0.000691239165097814,0.0950353890645207,"GO:0031112"
"10074","CLSPN","cluster_000251","#29798EFF","CLSPN","","Mitotic Spindle Organization ","4/85","KIFC1;WDR62;AURKB;DLGAP5",2.09616309595714e-06,0.000454867391822699,"GO:0007052"
"10075","SEC14L1","cluster_000052","#481F70FF","SEC14L1","","Vasculogenesis ","4/33","RAMP2;EGFL7;NOTCH1;RASIP1",2.74966078972162e-07,0.000126209430248222,"GO:0001570"
"10076","KIF13A","cluster_000524","#97D83EFF","KIF13A","","Plus-End-Directed Organelle Transport Along Microtubule ","1/5","KIF13A",0.00349539889312047,0.0691192068390244,"GO:0072386"
"10077","NEUROD6","cluster_000180","#365D8DFF","NEUROD6","","Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway ","1/10","DEFB118",0.0124325865055396,0.146642117993626,"GO:0031665"
"10078","PRDM16","cluster_000073","#472A7AFF","PRDM16","","Dorsal/Ventral Pattern Formation ","2/27","BMPR1B;CER1",0.000796617769218598,0.0961514247982474,"GO:0009953"
"10079","PRDM15","cluster_000048","#481C6EFF","PRDM15","","Nuclear Transport ","2/39","NUP210;NUP42",0.00211672060631358,0.127292482048576,"GO:0051169"
"10080","PRDM14","cluster_000221","#2E6E8EFF","PRDM14","","Histone Arginine Methylation ","1/5","PRDM14",0.00573728911332865,0.141245454670519,"GO:0034969"
"10081","FIGNL1","cluster_000070","#482978FF","FIGNL1","","DNA Replication ","8/73","FAM111B;RFC3;RNASEH2A;RFC2;POLE2;DONSON;MCM5;MCM2",2.07948210155724e-13,5.36506382201768e-11,"GO:0006260"
"10082","SECTM1","cluster_000127","#404588FF","SECTM1","","Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein ","3/17","IFNB1;IFNW1;IFNA21",1.47315687225219e-06,0.000135997514823654,"GO:0033141"
"10083","ANO3","cluster_000557","#BBDE27FF","ANO3","","Negative Regulation Of Calcium Ion Import ","1/5","PLN",0.00324605087508978,0.0387788740815561,"GO:0090281"
"10084","TRAPPC2","cluster_000040","#48186AFF","TRAPPC2","","Histone Lysine Demethylation ","2/7","UTY;KDM6A",6.21324902344407e-05,0.0127371604980603,"GO:0070076"
"10085","SEL1L","cluster_000084","#472F7DFF","SEL1L","","Protein Stabilization ","4/208","BAG5;LAMP1;SEL1L;COA8",0.000286924459473779,0.0462662392243212,"GO:0050821"
"10086","PCGEM1","cluster_000298","#228C8DFF","PCGEM1","","Phosphatidylcholine Metabolic Process ","2/55","CHAT;PON1",0.00136665849561433,0.0651466283456873,"GO:0046470"
"10087","SELP","cluster_000215","#2F6B8EFF","SELP","","Extracellular Matrix Organization ","4/176","COL3A1;COL1A2;CCDC80;CTSK",4.50270482874912e-05,0.0126075735204975,"GO:0030198"
"10088","SELPLG","cluster_000148","#3C4F8AFF","SELPLG","","Regulation Of Small GTPase Mediated Signal Transduction ","3/118","ARHGAP9;ARHGAP30;DOCK2",0.000471416711943592,0.0355609265720336,"GO:0051056"
"10089","SEMA3F","cluster_000311","#21918CFF","SEMA3F","","Heart Trabecula Morphogenesis ","3/18","DLL4;HEY1;S1PR1",6.91074374190456e-07,0.00019764727101847,"GO:0061384"
"10090","SEMG1","cluster_000027","#471164FF","SEMG1","","Negative Regulation Of Calcium Ion Import ","1/5","SEMG1",0.00971291554485079,0.155365526237668,"GO:0090281"
"10091","PERP","cluster_000240","#2B758EFF","PERP","","Rac Protein Signal Transduction ","2/17","HACE1;WASF1",0.000155518877333677,0.0331255208720733,"GO:0016601"
"10092","SEMG2","cluster_000546","#B0DD2FFF","SEMG2","","Regulation Of Serine-Type Endopeptidase Activity ","1/5","SEMG2",0.00324605087508978,0.0414857599930878,"GO:1900003"
"10093","CDH23","cluster_000276","#26828EFF","CDH23","","Positive Regulation Of Neuron Apoptotic Process ","2/23","DDIT3;NUPR1",0.000262144756571282,0.0389770739018936,"GO:0043525"
"10094","SLC28A3","cluster_000018","#460B5EFF","SLC28A3","","Adult Heart Development ","2/8","MYH6;MYH7",0.000113908840443886,0.0114856849479846,"GO:0007512"
"10095","RBKS","cluster_000056","#482172FF","RBKS","","Pentose-Phosphate Shunt ","2/11","RBKS;DERA",0.000143857345711197,0.0139685163289407,"GO:0006098"
"10096","PBLD","cluster_000309","#21908DFF","PBLD","","Fatty Acid Catabolic Process ","2/61","FAAH;ECHDC2",0.0016781253536833,0.0889406437452149,"GO:0009062"
"10097","GOLPH3","cluster_000416","#37B878FF","GOLPH3","","Protein Transport ","3/313","GOLPH3;AP3B1;NAPG",0.00219370833940295,0.074697925437065,"GO:0015031"
"10098","CLSTN2","cluster_000144","#3D4D8AFF","CLSTN2","","BMP Signaling Pathway ","2/61","CHRD;GDF7",0.00283692164222266,0.112526489074842,"GO:0030509"
"10099","SNX16","cluster_000014","#46095DFF","SNX16","","Positive Regulation Of Mitochondrial Fission ","2/19","PINK1;MUL1",0.000901016066486868,0.108768823702596,"GO:0090141"
"10100","SAMSN1","cluster_000022","#470E61FF","SAMSN1","","Negative Regulation Of Mast Cell Activation ","2/5","MILR1;CD300LF",3.88520160544551e-05,0.0165898108552523,"GO:0033004"
"10101","GFRA4","cluster_000536","#A4DB36FF","GFRA4","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","2/139","OR13C8;OR10J5",0.0041314731025434,0.0276137062460641,"GO:0050911"
"10102","EPB41L4A","cluster_000153","#3B518BFF","EPB41L4A","","Autophagy Of Peroxisome ","2/9","PIK3R4;PEX2",5.81734713988509e-05,0.0133798984217357,"GO:0030242"
"10103","PARVG","cluster_000148","#3C4F8AFF","PARVG","","Regulation Of Small GTPase Mediated Signal Transduction ","3/118","ARHGAP9;ARHGAP30;DOCK2",0.000471416711943592,0.0355609265720336,"GO:0051056"
"10104","TNMD","cluster_000268","#27808EFF","TNMD","","Positive Regulation Of JNK Cascade ","2/77","EDAR;WNT7A",0.00293003377355603,0.0690421299779287,"GO:0046330"
"10105","CENPK","cluster_000115","#423F85FF","CENPK","","Mitotic Sister Chromatid Segregation ","8/111","CENPE;KIF18A;PRC1;CENPK;NCAPG;NCAPD2;KIF11;NDC80",1.97390547517649e-12,3.96755000510474e-10,"GO:0000070"
"10106","CRLF2","cluster_000007","#450458FF","CRLF2","","Triglyceride Metabolic Process ","3/45","LIPF;APOA2;PNPLA5",0.000461052636846343,0.134627369959132,"GO:0006641"
"10107","MAGEF1","cluster_000036","#481768FF","MAGEF1","","Mitochondrial Respiratory Chain Complex Assembly ","4/90","NDUFB11;UQCC1;TIMM21;COA5",2.02278596811439e-05,0.00384329333941735,"GO:0033108"
"10108","NPVF","cluster_000009","#450659FF","NPVF","","Sensory Perception Of Chemical Stimulus ","7/110","OR5M11;OR5M9;OR5F1;OR8J1;OR8B2;OR6C2;OR8H3",2.995270168356e-08,2.87545936162176e-06,"GO:0007606"
"10109","VSIR","cluster_000184","#355F8DFF","VSIR","","Negative Regulation Of Tumor Necrosis Factor Production ","3/47","CLEC4A;LILRA4;VSIR",2.69761128487376e-05,0.00287645932093353,"GO:0032720"
"10110","SLC39A8","cluster_000453","#53C568FF","SLC39A8","","Negative Regulation Of Excitatory Postsynaptic Potential ","2/5","MTMR2;LRRK2",5.99148920325627e-06,0.00174951484735083,"GO:0090394"
"10111","DUS1L","cluster_000107","#443B84FF","DUS1L","","Protein Insertion Into ER Membrane ","2/29","GET4;RAB5IF",0.000804422523995621,0.11912915896477,"GO:0045048"
"10112","FN3K","cluster_000498","#7CD250FF","FN3K","","TORC2 Signaling ","1/5","PRR5",0.00374469708393798,0.0753877207313378,"GO:0038203"
"10113","TINAGL1","cluster_000095","#453581FF","TINAGL1","","Cardiac Ventricle Development ","2/19","PDE2A;HES1",0.000366077977298442,0.0419293821778286,"GO:0003231"
"10114","SMG1P1","cluster_000062","#482475FF","SMG1P1","","Regulation Of Dosage Compensation By Inactivation Of X Chromosome ","1/12","KANSL1",0.0190369798873028,0.172380952982336,"GO:1900095"
"10115","XYLT1","cluster_000517","#90D743FF","XYLT1","","Cerebral Cortex Cell Migration ","1/5","LHX6",0.00349539889312047,0.0525829836733423,"GO:0021795"
"10116","XYLT2","cluster_000454","#54C568FF","XYLT2","","Post-Translational Protein Modification ","2/48","PARP16;RNF7",0.000662444042055785,0.0390841984812913,"GO:0043687"
"10117","ZNF674","cluster_000071","#482979FF","ZNF674","","RNA Processing ","3/183","RNGTT;CELF1;PRPF4B",0.00307496050960311,0.139282786101799,"GO:0006396"
"10118","SLC7A11-AS1","cluster_000400","#2EB37CFF","SLC7A11-AS1","","Sensory Perception Of Chemical Stimulus ","6/110","OR9I1;OR9Q2;OR9Q1;OR5B12;OR5B17;OR5B2",2.84057264170731e-10,1.2414030128504e-08,"GO:0007606"
"10119","LINC00616","cluster_000002","#440155FF","LINC00616","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"10120","CCNYL6","cluster_000055","#482072FF","CCNYL6","","Positive Regulation Of GTPase Activity ","4/234","DOCK10;TIAM2;TBC1D2;DOCK8",0.000642893364423308,0.0848395028118574,"GO:0043547"
"10121","ABCG4","cluster_000026","#471063FF","ABCG4","","Endocrine System Development ","2/23","HESX1;WNT4",0.000913433566093822,0.138685338263214,"GO:0035270"
"10122","ACOT1","cluster_000334","#1F998AFF","ACOT1","","Regulation Of Organ Growth ","1/8","SLC6A4",0.00757601220630419,0.0606840909429384,"GO:0046620"
"10123","SELENOP","cluster_000239","#2B748EFF","SELENOP","","Vitamin Transport ","2/39","SLC2A10;FOLR2",0.00083503162608132,0.0633403017653057,"GO:0051180"
"10124","SNORA19","cluster_000182","#355E8DFF","SNORA19","","NLS-bearing Protein Import Into Nucleus ","2/17","KPNA3;KPNA1",0.000201670316023283,0.045577491421262,"GO:0006607"
"10125","PDF","cluster_000534","#A2DA37FF","PDF","","Dicarboxylic Acid Catabolic Process ","2/16","QPRT;MTHFS",5.42952334574025e-05,0.00206321887138129,"GO:0043649"
"10126","TSC22D1-AS1","cluster_000362","#20A486FF","TSC22D1-AS1","","Calcium Ion Transmembrane Import Into Cytosol ","2/83","JPH4;GP1BA",0.00277924936015505,0.0588809152985993,"GO:0097553"
"10127","SELENOW","cluster_000414","#36B779FF","SELENOW","","Positive Regulation Of Protein Binding ","2/59","FKBP1A;CLDN5",0.00113083147179296,0.0580155101376677,"GO:0032092"
"10128","NCAPG","cluster_000115","#423F85FF","NCAPG","","Mitotic Sister Chromatid Segregation ","8/111","CENPE;KIF18A;PRC1;CENPK;NCAPG;NCAPD2;KIF11;NDC80",1.97390547517649e-12,3.96755000510474e-10,"GO:0000070"
"10129","DEFB109B","cluster_000113","#433E85FF","DEFB109B","","Peptidyl-Lysine Trimethylation ","2/15","FAM86B2;FAM86B1",0.000196229365545709,0.0339476802394076,"GO:0018023"
"10130","LEF1-AS1","cluster_000459","#58C765FF","LEF1-AS1","","Positive Regulation Of Neurogenesis ","3/75","NEURL1;MAP6;SLIT2",2.73843311776081e-05,0.00469048003238864,"GO:0050769"
"10131","MAP2K4","cluster_000227","#2D708EFF","MAP2K4","","Protein Insertion Into Mitochondrial Inner Membrane ","3/12","TIMM10B;TIMM29;TIMM22",2.90260343277988e-07,5.57299859093737e-05,"GO:0045039"
"10132","SNORD87","cluster_000285","#24868EFF","SNORD87","","Phosphatidylinositol-Mediated Signaling ","2/62","PLCB3;ZFP36L1",0.00191163326183499,0.0924381810448478,"GO:0048015"
"10133","ERAP2","cluster_000472","#64CB5FFF","ERAP2","","Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I ","1/6","ERAP2",0.00449206839321453,0.0664702735320296,"GO:0019885"
"10134","NECAB1","cluster_000518","#91D742FF","NECAB1","","Steroid Metabolic Process ","3/92","SLC22A24;HSD3B2;CYP2E1",3.30496987089419e-05,0.00138808734577556,"GO:0008202"
"10135","CARD9","cluster_000081","#472E7CFF","CARD9","","Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway ","2/5","LYN;TREM2",2.31825359191183e-05,0.00640168219263523,"GO:0034136"
"10136","FAM138F","cluster_000222","#2E6E8EFF","FAM138F","","Fatty Acid Catabolic Process ","2/61","EHHADH;LPIN3",0.00222145312398315,0.101226687609619,"GO:0009062"
"10137","OSGEPL1","cluster_000442","#4AC16DFF","OSGEPL1","","Determination Of Liver Left/Right Asymmetry ","1/5","NPHP3",0.00424314398899693,0.0370978874695279,"GO:0071910"
"10138","DPEP2","cluster_000148","#3C4F8AFF","DPEP2","","Regulation Of Small GTPase Mediated Signal Transduction ","3/118","ARHGAP9;ARHGAP30;DOCK2",0.000471416711943592,0.0355609265720336,"GO:0051056"
"10139","LOC641746","cluster_000093","#463480FF","LOC641746","","Protein Localization To Membrane Raft ","1/5","CYP46A1",0.00747819282854126,0.0676552012782085,"GO:1903044"
"10140","P3H1","cluster_000538","#A7DB35FF","P3H1","","Basement Membrane Organization ","2/10","COL4A1;NID1",2.04094503025842e-05,0.00259200018842819,"GO:0071711"
"10141","SETMAR","cluster_000175","#375B8DFF","SETMAR","","Galactolipid Biosynthetic Process ","1/5","FA2H",0.00623493907047315,0.0950478995562579,"GO:0019375"
"10142","SEPTIN7P2","cluster_000134","#3F4889FF","SEPTIN7P2","","Regulation Of Transcription By RNA Polymerase II ","10/2028","CREBZF;ZNF254;NCOA1;SMARCC2;LCOR;BAZ2B;ERCC6;ZBTB3;ZNF641;ZNF398",0.000187184497790947,0.0194358575727017,"GO:0006357"
"10143","GUSBP10","cluster_000008","#450559FF","GUSBP10","","Sensory Perception Of Smell ","7/230","OR10Z1;OR10H5;OR8U8;OR10G3;OR52A1;OR2T12;OR52A5",1.17477530111164e-05,0.00301917252385692,"GO:0007608"
"10144","SFPQ","cluster_000600","#EAE51AFF","SFPQ","","mRNA Metabolic Process ","3/85","SFPQ;AGO3;HNRNPA2B1",1.58532077308299e-05,0.00134752265712055,"GO:0016071"
"10145","LHX5","cluster_000028","#471164FF","LHX5","","Negative Regulation Of Heterochromatin Formation ","1/5","APOBEC1",0.00971291554485079,0.185756294098965,"GO:0031452"
"10146","DNAJC1","cluster_000189","#34618DFF","DNAJC1","","Smooth Muscle Cell Differentiation ","2/11","EDNRB;TMEM204",7.54010965503056e-05,0.0270588618394961,"GO:0051145"
"10147","TFB2M","cluster_000177","#365C8DFF","TFB2M","","Cilium Assembly ","4/243","LRGUK;TMEM67;KIF24;RPGRIP1L",0.000220004679602565,0.0367407814936283,"GO:0060271"
"10148","SEMA4A","cluster_000026","#471063FF","SEMA4A","","Endocrine System Development ","2/23","HESX1;WNT4",0.000913433566093822,0.138685338263214,"GO:0035270"
"10149","PJA1","cluster_000537","#A6DB36FF","PJA1","","Respiratory Electron Transport Chain ","1/14","ETFRF1",0.00975859065995107,0.0979537524216969,"GO:0022904"
"10150","TOR3A","cluster_000558","#BCDF26FF","TOR3A","","Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage ","2/49","CHEK2;IKBKE",0.000450812707937906,0.0488186336930795,"GO:0008630"
"10151","ATL2","cluster_000470","#62CB5FFF","ATL2","","Plasma Membrane Organization ","2/72","FNBP1L;SPTBN1",0.00148437429368802,0.058963786699368,"GO:0007009"
"10152","FAM110C","cluster_000050","#481D6FFF","FAM110C","","Negative Regulation Of Sprouting Angiogenesis ","2/10","SEMA6A;ALOX5",0.000125153547099018,0.0276146694262849,"GO:1903671"
"10153","ZNF876P","cluster_000149","#3C4F8AFF","ZNF876P","","Resolution Of Recombination Intermediates ","1/5","XRCC3",0.00648368936979889,0.109362638635188,"GO:0071139"
